2018-02-18-03:13:53\FurCast - News
2018-01-20-02:41:21\Slamtype - Hit Em Like (Original Mix)
2018-01-20-02:35:26\GoldFish, Julia Church - Heart Shaped Box (Original Mix)
2018-01-20-02:30:52\The Noisy Freaks &amp; J.A.C.K - We Are The Ones
2018-01-20-02:27:58\Boogrov - Desert (Original Mix)
2018-01-20-02:24:00\Monsta - Messiah (Feed Me Remix)
2018-01-20-02:16:17\Be Svendsen - Andromeda (Original Mix)
2018-01-20-02:09:37\LAOS - Beautiful
2018-01-20-02:05:24\Fleur - Turn The Lights On (Extended Mix)
2018-01-20-02:00:54\ilLegal Content - Relationships (Original Mix)
2018-01-20-01:55:29\MGMT - Electric Feel [Justice Remix]
2018-01-20-01:50:13\Infusion - Best In Show
2018-01-20-01:45:06\Sunny Day Sets Fire - Brainless (Baron Von Luxxury Remix)
2018-01-20-01:41:18\C2C Feat Derek Martin - Happy
2018-01-20-01:33:07\Else - Pacific 704
2018-01-20-01:29:04\Goose - Bring it on
2018-01-20-01:25:39\Kick The Habit - Insane (Original Mix)
2018-01-20-01:22:42\Goldfrapp - Ooh La La
2018-01-20-01:19:08\AllttA - AllttA (Instrumental)
2018-01-20-01:15:02\The Correspondents - Inexplicable (Album Version)
2018-01-20-01:13:22\fnt-s7-intro-draft6
2018-01-20-01:05:30\Schmid - 140 Part 3
2018-01-20-00:03:23\XBN - Pre-show - Show starts at 8PM ET
2018-01-20-00:00:14\XBN - Metadata System Test
2018-01-14-02:49:05\XBN - FurCast Live!
2018-01-14-02:44:10\redLymb - Nevada
2018-01-14-02:37:18\Ocelot - Beating Hearts (Blende Extended Mix)
2018-01-14-02:30:14\Hybrid - Just For Today
2018-01-14-02:30:11\Now Playing on XBN:
2018-01-07-02:41:38\Foxes and Peppers - Tell Me Something - Full WIP
2018-01-07-02:36:31\Rchetype - Clairvoyant
2018-01-07-01:09:15\XBN - FurCast Live!
2018-01-07-00:02:55\XBN - Pre-show - Show starts at 8PM ET
2018-01-07-00:01:28\XBN - Metadata System Test
2017-12-24-03:02:02\XBN - FurCast Live!
2017-12-24-02:58:34\The Pimps - Sumpin'
2017-12-24-02:53:33\Dan Veytia - Relax x2 [Phunk Investigation and Dino Lenny vs. FGTH] (Intro Mix)
2017-12-24-02:46:38\Jeremy Blake - Like the World Is New
2017-12-24-00:03:04\XBN - Pre-show - Show starts at 8PM ET
2017-12-24-00:02:47\XBN - Metadata System Test
2017-12-23-05:12:33\Marta Deyanova - Prelude Opus 32 No.10 in B minor (Lento)
2017-12-23-04:54:00\Aperture Science Psychoacoustics Laboratory - Robot Waiting Room #6
2017-12-23-04:48:32\The Queenstons - Rebel With Dangerous Ideas
2017-12-23-04:40:43\Herman Martin &amp; Serge Tavitian - 03 - Kadic Mornings
2017-12-23-04:39:19\Sky Force Reloaded OST  Track #0 (Main Menu)
2017-12-23-04:31:41\Jon Gomm - Passionflower
2017-12-23-04:27:59\Module - Beneath A Calm Surface
2017-12-23-04:21:16\Bill Withers - I Can't Write Left Handed (live)
2017-12-23-04:19:00\BOOM BOOM SATELLITES - Porcupine
2017-12-23-04:14:36\Shiny Toy Guns - It Became A Lie On You
2017-12-23-04:04:02\Loud, Emok &amp; Vice - Om (Extended Mix)
2017-12-23-03:57:21\The Dead Texan - La Ballade d'Alain Georges
2017-12-23-03:51:44\Tripo, Samra - Selfie (Original Mix)
2017-12-23-03:48:05\Swanky Tunes, Going Deeper - One Million Dollars (Extended Mix)
2017-12-23-03:44:19\Darth &amp; Vader, Shapeless - Ritual (Original)
2017-12-23-03:36:54\Infected Mushroom - Spitfire
2017-12-23-03:32:02\GRiZ - Headspace (Time Is On Our Side)
2017-12-23-03:29:38\Flamingosis - don't lose the feeling
2017-12-23-03:27:08\Ben Khan - Eden
2017-12-23-03:20:36\Aperture Science Psychoacoustics Laboratory - Dont Do It
2017-12-23-03:12:38\Hybrid - Just For Today
2017-12-23-03:08:19\Mind Tree - Close Your Eyes So You Can See
2017-12-23-03:04:13\Puscifer - Dear Brother
2017-12-23-02:59:27\Lamb - Wise Enough
2017-12-23-02:54:29\Schmid - 140 Part 3
2017-12-23-02:49:40\Sickick - Intro (Infected)
2017-12-23-02:46:34\Starset - Satellite (TRAILS Remix) (soundcloud rip)
2017-12-23-02:41:00\Lee Coombs - Control (The Rogue Element Remix)
2017-12-23-02:37:18\Dan Veytia - Relax x2 [Phunk Investigation and Dino Lenny vs. FGTH] (Intro Mix)
2017-12-23-02:33:20\Monsta - Holdin' On
2017-12-23-02:30:10\bignic - Modern Pentathalon
2017-12-23-02:27:13\©2001 https://t.co/ciraWvbvIN - Tour6bed -WindowsXP OS
2017-12-23-02:26:28\©2001 https://t.co/ciraWvbvIN - Tour Intro -WindowsXP OS
2017-12-23-02:19:48\GRiZ - A Fine Way to Die feat. Orlando Napier
2017-12-23-02:14:44\Thomas Vent, The DropStarz, Mary Tales - Drop-N-Tha House (feat. The DropStarz &amp; Mary Tales) (Original Mix)
2017-12-23-02:08:55\M.I.A. - Paper Planes (DFA Remix)
2017-12-23-02:04:39\The Super Mario Players feat.Kate Davis - Jump Up, Super Star!
2017-12-23-01:57:23\Be Svendsen - Andromeda (Original Mix)
2017-12-23-01:51:19\Pretty Lights - Who Loves Me
2017-12-23-01:47:28\The Pimps - Sumpin'
2017-12-23-01:44:00\Tegan And Sara - Closer
2017-12-23-01:40:27\Bad Suns - Salt
2017-12-23-01:35:56\Else - Pacific 704
2017-12-23-01:33:31\bignic - Meltdown
2017-12-23-01:32:10\Boom Boom Satellites - Intruder
2017-12-23-01:24:42\Boom Boom Satellites - Limbo
2017-12-23-01:21:24\The Correspondents - Fear &amp; Delight
2017-12-23-01:18:17\OK Go - Obsession
2017-12-23-01:13:01\Le Matos - Kiyoko
2017-12-23-01:06:09\Jeremy Blake - Like the World Is New
2017-12-23-01:04:30\fnt-s7-intro-draft6
2017-12-23-00:05:36\XBN - Pre-show - Show starts at 8PM ET
2017-12-23-00:04:57\XBN - Metadata System Test
2017-12-10-02:36:13\NoMBe - Do Whatchu Want To Me
2017-12-10-02:33:12\Jungle - Busy Earnin'
2017-12-10-02:28:48\Dusky - Ingrid Is a Hybrid
2017-12-10-01:17:01\XBN - FurCast Live!
2017-12-10-00:00:55\XBN - Pre-show - Show starts at 8PM ET
2017-12-10-00:00:10\XBN - Metadata System Test
2017-11-26-03:06:13\BioBlitZ - Globe Warmer (Original Mix)
2017-11-26-03:00:51\Rchetype Feat. Wolfgun - Voyager.RT
2017-11-26-02:56:20\patreon-shoutouts-25-draft
2017-11-26-01:48:10\XBN - FurCast Live!
2017-11-26-00:05:33\XBN - Pre-show - Show starts at 8PM ET
2017-11-26-00:05:24\XBN - Metadata System Test
2017-11-19-03:16:28\Hilltop Hoods - 1955 (feat. Montaigne &amp; Tom Thum)
2017-11-19-02:33:22\Pendulum - Out Here
2017-11-19-02:28:03\Professor Kliq - Museum (Fakeout Funk)
2017-11-19-01:08:30\XBN - FurCast Live!
2017-11-19-01:02:56\Trentemoller - 2006-10-15 - BBC Radio 1 Essential Mix
2017-11-19-00:04:56\XBN - Pre-show - Show starts at 8PM ET
2017-11-19-00:04:44\XBN - Metadata System Test
2017-11-18-04:31:03\The Queenstons - Rebel With Dangerous Ideas
2017-11-18-04:30:00\jazz
2017-11-18-04:24:20\COLONEL RED - Wake
2017-11-18-04:18:16\Bobmo - Sonic Soul
2017-11-18-04:09:03\Jobe - Orcus (Original Mix)
2017-11-18-04:04:53\Nicolas Masseyeff - Mugen (Original Mix)
2017-11-18-03:56:46\Stephan Bodzin - Papillon (Original Mix)
2017-11-18-03:54:52\Ugo Lucchese - Inside (Andrea Bertolini Remix)
2017-11-18-03:47:50\Nicolas Masseyeff - Yianu
2017-11-18-03:37:28\Fox Stevenson - Essby (6 Months and Counting)
2017-11-18-03:34:36\Christophe Heral - Home sweet home
2017-11-18-03:29:54\Casey LaLonde - New Cities
2017-11-18-03:26:23\TeZATalks - Love ft. Kody Ryan (Acoustic)
2017-11-18-03:21:40\ODESZA - Across The Room (feat. Leon Bridges)
2017-11-18-03:17:01\Pirate Jams - I Want You (Original Mix)
2017-11-18-03:13:39\Jessi Teich - Dark Thoughts
2017-11-18-03:07:11\The Dead Texan - La Ballade d'Alain Georges
2017-11-18-02:58:55\Trentemøller - Moan (Trentemøller Remix)
2017-11-18-02:55:21\Karma Fields - For Me (Original Mix)
2017-11-18-02:49:17\Pendulum - Out Here
2017-11-18-02:43:56\Rchetype Feat. Wolfgun - Voyager.RT
2017-11-18-02:38:31\Break, Kyo - Give In to Me (Original Mix)
2017-11-18-02:33:45\Tim Carleton &amp; Darrick Deel - Opus No. 1
2017-11-18-02:30:51\HALLEY LABS R&amp;D - 2014-06-17 - dr
2017-11-18-02:25:47\Muzzy, Koven &amp; Feint - Worth The Lie
2017-11-18-02:21:16\twoloud - Move (Showtek Edit)
2017-11-18-02:14:18\Slyde - Frequency (NAPT Remix)
2017-11-18-02:09:59\Badjokes - The Fonk (Original Mix)
2017-11-18-02:06:14\HI-LO - Men On Mars (Extended Mix)
2017-11-18-01:59:31\Notaker - So Much Love
2017-11-18-01:54:06\Staunch - My Name Is... (Original Mix)
2017-11-18-01:49:05\Jeremy Blake - Hedlok (Orignal Mix)
2017-11-18-01:44:58\ODESZA - Line Of Sight (feat. WYNNE &amp; Mansionair)
2017-11-18-01:41:08\Hilltop Hoods - 1955 (feat. Montaigne &amp; Tom Thum)
2017-11-18-01:37:54\SIAMES - The Wolf
2017-11-18-01:32:30\Professor Kliq - Museum (Fakeout Funk)
2017-11-18-01:29:02\Studio Killers - Ode To The Bouncer
2017-11-18-01:24:49\Justice - New Lands
2017-11-18-01:20:34\Le Matos - Kiyoko
2017-11-18-01:15:00\BOOM BOOM SATELLITES - Loaded
2017-11-18-01:13:20\fnt-s7-intro-draft6
2017-11-18-01:11:17\Ochre - Neoretro
2017-11-18-00:04:19\XBN - Pre-show - Show starts at 8PM ET
2017-11-18-00:02:41\XBN - Metadata System Test
2017-11-12-02:42:46\Skoop on Somebody - happypeople
2017-11-12-02:39:24\MC Frontalot - Final Boss
2017-11-12-01:34:44\XBN - FurCast Live!
2017-11-12-00:01:21\XBN - Pre-show - Show starts at 8PM ET
2017-11-12-00:00:51\XBN - Metadata System Test
2017-11-05-01:31:59\Nightmares On Wax - I Am You (Live In Chicago) (Original Mix)
2017-11-05-01:28:25\Anevo - Don't Shoot Me Down (feat. Jae-Mi)
2017-11-05-00:23:22\XBN - FurCast Live!
2017-11-04-22:57:59\XBN - Pre-show - Show starts at 8PM ET
2017-11-04-22:56:59\XBN - Metadata System Test
2017-10-29-01:38:09\Justice - New Lands
2017-10-29-01:33:32\Jeremy Blake - Good Morning, Infinity
2017-10-29-01:28:19\patreon-shoutouts-23-draft
2017-10-29-00:00:00\XBN - FurCast Live!
2017-10-28-23:04:45\XBN - Pre-show - Show starts at 8PM ET
2017-10-28-23:03:24\XBN - Metadata System Test
2017-10-14-03:38:30\Terry Riley - A Rainbow in Curved Air
2017-10-14-03:32:45\MorningSquares
2017-10-14-03:30:17\Darius - This is Only Now
2017-10-14-03:29:05\Criterion Games &amp; Acclaim Entertainment - Burnout Main Menu
2017-10-14-03:28:05\Thomas Vent, The DropStarz, Mary Tales - Drop-N-Tha House (feat. The DropStarz &amp; Mary Tales) (Original Mix)
2017-10-14-03:26:44\Staunch - My Name Is... (Original Mix)
2017-10-14-03:25:43\Goldie - Timeless (I. Inner City Life, II. Jah, III. Pressure)
2017-10-14-03:25:29\London Elektricity - Point Of No Return
2017-10-14-03:24:49\ilLegal Content - Relationships (Original Mix)
2017-10-14-03:22:46\Ed:It - Kovacs (Original Mix)
2017-10-14-03:20:55\HI-LO - Men On Mars (Extended Mix)
2017-10-14-03:19:15\The Queenstons - Rebel With Dangerous Ideas
2017-10-14-03:14:41\Mac Quayle - 1.0_2-oneincontrol.aiff
2017-10-14-03:13:56\Lincoln Grounds &amp; Randall Breneman - ANW2061_05_Death-Row
2017-10-14-03:05:25\Nicht Musik [Verklärung] No.2 in D major
2017-10-14-03:03:04\Module - Beneath A Calm Surface
2017-10-14-02:59:00\Nightmares On Wax - I Am You (Live In Chicago) (Original Mix)
2017-10-14-02:54:05\Trentemøller - Redefine (Trentemøller Rework)
2017-10-14-02:47:37\Marc Romboy, Stephan Bodzin - Atlas (Adriatique Remix)
2017-10-14-02:40:57\Qtier - Set Me On (David August Remix)
2017-10-14-02:37:36\Nightmares On Wax - You Wish (Original Mix)
2017-10-14-02:33:26\Cheap Trick - Surrender
2017-10-14-02:28:10\Wassim Younes - Maia (Estray Remix)
2017-10-14-02:24:28\she - Hide
2017-10-14-02:17:41\Ghost Rider - Soul Recover (Original Mix)
2017-10-14-02:10:10\Unseen Dimensions - Beautiful Day (Jacob Remix)
2017-10-14-02:06:58\Module - Remarkable Engines (intro)
2017-10-14-02:03:57\The Quick Brown Fox - JUST HESITATION (HES3 Edit)
2017-10-14-02:00:42\RAC - Hollywood (featuring Penguin Prison)
2017-10-14-01:57:08\Radiohead - Burn The Witch
2017-10-14-01:52:02\Le Matos - Kiyoko
2017-10-14-01:51:49\Akira - End Credits
2017-10-14-01:48:19\DJ Champion - No Heaven
2017-10-14-01:42:09\Module - Dont Leave Me Waiting (Single)
2017-10-14-01:37:50\Above &amp; Beyond - We're All We Need feat. Zoe Johnston
2017-10-14-01:36:08\©2001 https://t.co/ciraWvbvIN - Tour6bed -WindowsXP OS
2017-10-14-01:35:23\©2001 https://t.co/ciraWvbvIN - Tour Intro -WindowsXP OS
2017-10-14-01:30:28\Break, Boston - If I Could feat. Kyo (Original Mix)
2017-10-14-01:24:54\The Midnight - Days Of Thunder (PROFF pres. Soultorque Remix)
2017-10-14-01:19:47\Fox Stevenson - Trigger (Original Mix)
2017-10-14-01:14:56\ShockOne - Relapse (Tantrum Desire Remix)
2017-10-14-01:10:40\Gammer - Pigface (Dougal &amp; Gammer Edit)
2017-10-14-01:06:18\Miike Snow - Genghis Khan (Hook N Sling Remix)
2017-10-14-01:02:18\Knife Party - Parliament Funk (Original Mix)
2017-10-14-00:58:29\Tokyo Machine - Bubbles
2017-10-14-00:55:04\Rootkit - Levitate
2017-10-14-00:51:04\FM-3 - Non Stop (Original Mix)
2017-10-14-00:49:00\Sky Force Reloaded OST  Track #0 (Main Menu)
2017-10-14-00:43:12\Will Post - Experiment 8
2017-10-14-00:37:14\Electrixx, Codename - 5 Million Dollar (Original Mix)
2017-10-14-00:34:55\HALLEY LABS R&amp;D - 2014-06-17 - dr
2017-10-14-00:32:25\Zammuto - IO
2017-10-14-00:27:42\Deluka - Sleep Is Impossible [Explicit]
2017-10-14-00:23:29\Jeremy Blake - Good Morning, Infinity
2017-10-14-00:20:02\Concorde - Sons
2017-10-14-00:16:25\Anevo - Don't Shoot Me Down (feat. Jae-Mi)
2017-10-14-00:12:55\Jeremy Blake - Hedlok (Orignal Mix)
2017-10-14-00:09:36\Skunk Anansie - My Ugly Boy
2017-10-14-00:07:54\fnt-s7-intro-draft6
2017-10-13-23:03:47\XBN - Pre-show - Show starts at 8PM ET
2017-10-13-23:02:47\XBN - Metadata System Test
2017-10-08-02:11:11\Darkside - Heart
2017-10-08-02:07:16\Jeremy Blake - Good Morning, Infinity
2017-10-08-01:20:06\Dragonette - Live In This City (It's the redLymb Remix!)
2017-10-08-00:02:48\XBN - FurCast Live!
2017-10-07-22:55:50\XBN - Pre-show - Show starts at 8PM ET
2017-10-07-22:55:32\XBN - Metadata System Test
2017-10-01-01:57:39\The Crystal Method - High Roller
2017-10-01-01:54:48\Baba Brinkman - Spread It
2017-10-01-01:50:23\Meg Myers - Motel
2017-10-01-00:11:08\XBN - FurCast Live!
2017-09-30-22:58:00\XBN - Pre-show - Show starts at 8PM ET
2017-09-30-22:56:27\XBN - Metadata System Test
2017-09-24-02:26:43\Anna Yvette &amp; Laura Brehm - Summer Never Ends
2017-09-24-01:26:46\Will Post - Blade
2017-09-24-01:22:21\Wolfgun - Metatron
2017-09-24-01:18:11\Casey LaLonde - Petrichor
2017-09-24-00:14:20\XBN - FurCast Live!
2017-09-23-22:55:08\XBN - Pre-show - Show starts at 8PM ET
2017-09-23-22:54:44\XBN - Metadata System Test
2017-09-17-01:36:19\Gammer - Pigface (Dougal &amp; Gammer Edit)
2017-09-17-01:30:53\Keenhouse - Starpower Outage
2017-09-17-01:28:29\The Small Faces - Ogdens' Nut Gone Flake
2017-09-17-01:23:22\patreon-shoutouts-22-draft
2017-09-17-00:04:22\XBN - FurCast Live!
2017-09-16-23:03:43\XBN - Pre-show - Show starts at 8PM ET
2017-09-16-23:03:31\XBN - Metadata System Test
2017-09-10-01:28:32\Wild Beasts - Big Cat
2017-09-10-01:22:55\Above &amp; Beyond - Good For Me
2017-09-10-00:03:53\XBN - FurCast Live!
2017-09-10-00:00:55\Khruangbin - The Number 4
2017-09-09-22:59:40\XBN - Pre-show - Show starts at 8PM ET
2017-09-09-22:58:43\XBN - Metadata System Test
2017-09-03-01:23:56\NoMBe - Do Whatchu Want To Me
2017-09-03-01:19:55\Wolfgun - Extol
2017-09-03-01:17:46\she - Day 8
2017-09-03-01:12:39\patreon-shoutouts-21-draft
2017-09-03-00:12:31\XBN - FurCast Live!
2017-09-02-23:12:33\XBN - Pre-show - Show starts at 8PM ET
2017-09-02-23:12:27\XBN - Metadata System Test
2017-09-02-03:36:47\Nickel Creek - Smoothie Song
2017-09-02-03:30:37\Sebastian Mullaert - Every Moment, I Am (Original Mix)
2017-09-02-03:29:52\Herman Martin - Peaceful Sector
2017-09-02-03:27:07\Herman Martin &amp; Serge Tavitian - 08 - The Factory
2017-09-02-03:23:06\Herman Martin &amp; Serge Tavitian - 03 - Kadic Mornings
2017-09-02-03:15:47\Don Henley - Sunset Grill
2017-09-02-03:13:38\idealism - a moment of silence
2017-09-02-03:10:16\jinsang - untold
2017-09-02-03:06:40\Khruangbin - The Number 4
2017-09-02-02:59:38\Doug Hammer - glorious
2017-09-02-02:55:11\D*Note - Sylvia
2017-09-02-02:50:31\Darkside - Paper Trails
2017-09-02-02:46:18\Darkside - Heart
2017-09-02-02:43:15\Wild Beasts - Big Cat
2017-09-02-02:38:51\Avari - Of The Heavens
2017-09-02-02:35:53\Zammuto - My Dog's Eyes
2017-09-02-02:27:52\Phil Collins - Take Me Home
2017-09-02-02:22:42\COLONEL RED - THIS LIVING
2017-09-02-02:17:35\Freeland - Nowism
2017-09-02-02:11:46\Mystic State, Elias, Third Degree - Mystic State - Viewpoint (feat. Lucy Kitchen)
2017-09-02-02:06:15\Boston - Panoramic (Original Mix)
2017-09-02-02:01:57\Rchetype - Age of Progress
2017-09-02-01:59:41\she - Day 8
2017-09-02-01:51:55\Trentemoller - Liquid Dreams
2017-09-02-01:44:27\Luttrell - Daylight (Original Mix)
2017-09-02-01:40:38\James Gruntz, Pablo Nouvelle - Hold On feat. James Gruntz (rrotik Extended Remix)
2017-09-02-01:35:19\Nytron, Andrey Exx - Shine on Me (Original Mix)
2017-09-02-01:32:31\Fox Stevenson - Arigatou (Extended Mix)
2017-09-02-01:27:03\Above &amp; Beyond, Marty Longstaff - Tightrope feat. Marty Longstaff (Above &amp; Beyond Club Mix)
2017-09-02-01:21:44\Seven Lions &amp; Jason Ross - Higher Love feat. Paul Meany (Original Mix)
2017-09-02-01:18:08\Robotaki - Automaton
2017-09-02-01:14:46\©2001 https://t.co/ciraWuTUkd - Tour6bed -WindowsXP OS
2017-09-02-01:14:40\©2001 https://t.co/ciraWvbvIN - XP Tour 2 -WindowsXP OS
2017-09-02-01:13:58\©2001 https://t.co/ciraWvbvIN - Tour Intro -WindowsXP OS
2017-09-02-01:10:00\Far Out - New Beginning
2017-09-02-01:06:09\Koven &amp; Crystal Skies - You Me And Gravity
2017-09-02-01:02:50\Unlike Pluto - Let It Bleed (feat. Cristina Gatti)
2017-09-02-00:59:50\Swing Republic - Not Alone
2017-09-02-00:56:10\Brett Domino - Bad Bad Boy
2017-09-02-00:52:07\CRX - Broken Bones
2017-09-02-00:47:39\Boom Boom Satellites - What Goes Round Comes Around
2017-09-02-00:44:48\Baba Brinkman - Spread It
2017-09-02-00:40:44\Wolfgun - Extol
2017-09-02-00:36:34\Criterion Games &amp; Acclaim Entertainment - Burnout Main Menu
2017-09-02-00:32:46\Holy Fuck - Tom Tom
2017-09-02-00:29:39\Bel Heir - Kiss the Devil
2017-09-02-00:26:21\NoMBe - Do Whatchu Want To Me
2017-09-02-00:22:17\The Crystal Method - High Roller
2017-09-02-00:18:53\AllttA - AllttA (Instrumental)
2017-09-02-00:15:01\Robert DeLong - Long Way Down
2017-09-02-00:13:19\fnt-s7-intro-draft6
2017-09-02-00:06:54\Herman Martin &amp; Serge Tavitian - 06 - Mystery
2017-09-02-00:05:42\Herman Martin &amp; Serge Tavitian - 33 - Facebook Battle 2
2017-09-02-00:03:41\Tom Tykwer &amp; Johnny Klimek - Tick Tock
2017-09-01-22:58:55\XBN - Pre-show - Show starts at 8PM ET
2017-09-01-22:57:46\XBN - Metadata System Test
2017-08-27-00:54:02\Tokyo Machine - ROCK IT
2017-08-27-00:49:43\AWOLNATION - Hollow Moon (Bad Wolf)
2017-08-27-00:09:19\XBN - FurCast Live!
2017-08-26-23:00:33\XBN - Pre-show - Show starts at 8PM ET
2017-08-26-22:59:57\XBN - Metadata System Test
2017-08-13-17:09:36\U2 - Daddy's Gonna Pay For Your Crashed Car (JB's Insurance Bootleg)
2017-08-13-17:06:26\Unlike Pluto - Sweet (feat. Mister Blonde)
2017-08-13-16:24:50\XBN - FurCast Live!
2017-08-13-16:19:46\The Doobie Brothers - Without You
2017-08-13-16:13:57\Jeremy Blake - Frame of Mind
2017-08-13-16:09:30\Dusky - Ingrid Is a Hybrid
2017-08-13-15:02:59\XBN - Pre-show - Show Starts at 11AM ET
2017-08-13-14:30:30\XBN - Pre-show - Show starts at 8PM ET
2017-08-13-14:30:18\XBN - Metadata System Test
2017-08-06-02:18:07\The Faint - Erection
2017-08-06-01:44:44\XBN - FurCast Live!
2017-08-06-01:39:50\BT - 1.618
2017-08-06-01:36:07\Professor Elemental - 11 The Inn At The End Of Time (feat. Nick Maxwell)
2017-08-06-01:28:48\patreon-shoutouts-20-draft
2017-08-05-23:20:32\XBN - Pre-show - Show starts at 8PM ET
2017-08-05-23:20:23\XBN - Metadata System Test
2017-07-16-02:07:47\The Pretty Reckless - Fucked Up World
2017-07-16-02:03:35\David Bowie - I'm Afraid Of Americans (V1 Radio Edit)
2017-07-16-01:59:28\Tamtrum - 01. Ass Rider
2017-07-16-01:30:15\XBN - FurCast Live!
2017-07-16-01:27:59\Chris Classic - Beast
2017-07-16-01:24:47\NEFFEX - Backstage
2017-07-15-23:03:26\XBN - Pre-show - Show starts at 8PM ET
2017-07-15-23:03:17\XBN - Metadata System Test
2017-07-15-03:22:54\redLymb - Floating Point Process
2017-07-15-03:19:50\Amb_Forest
2017-07-15-03:19:17\Kenny Loggins - I'm Alright
2017-07-15-03:04:33\Skoop on Somebody - happypeople
2017-07-15-03:01:47\The Faint - Erection
2017-07-15-02:55:28\3170333_Love_Song_Stephan_Bodzin_Freie_Liebe_Remix
2017-07-15-02:51:46\Lindsey Stirling - Hold My Heart (Don Low Remix)
2017-07-15-02:46:15\Eric Prydz - Generate (Original Mix)
2017-07-15-02:39:29\No Mana - Nostalgia Drive (Original Mix)
2017-07-15-02:34:22\BT - 1.618
2017-07-15-02:29:42\Amtrac - Undefeated (Evil Nine Remix)
2017-07-15-02:23:32\Boom Boom Satellites - Back On My Feet
2017-07-15-02:18:50\Sebastian Mullaert - Every Moment, I Am (Original Mix)
2017-07-15-02:12:49\Mr. Bungle - None of Them Knew They Were Robots
2017-07-15-02:05:42\Battles - Atlas
2017-07-15-02:01:23\David Bowie - I'm Afraid Of Americans (V1 Radio Edit)
2017-07-15-01:56:52\DJ Shadow - The Number Song
2017-07-15-01:53:10\Professor Elemental - 11 The Inn At The End Of Time (feat. Nick Maxwell)
2017-07-15-01:50:21\Wax Tailor - Que Sera
2017-07-15-01:47:03\Thomas Newman - Dead Already
2017-07-15-01:42:32\Joel Fletcher - Phantom (Original Mix)
2017-07-15-01:38:11\DJs from Mars - Phat Ass Drop (Club Mix)
2017-07-15-01:31:24\PARSONS, Hayley - A Man Named Thomas
2017-07-15-01:27:36\Throttle - Hit The Road Jack (Extended Mix)
2017-07-15-01:24:26\Bombs Away - Damn Daniel (Extended Mix)
2017-07-15-01:19:35\UNION - Darth&amp;Vader - Barbraloss (Mashup)
2017-07-15-01:14:07\Digital Freq - Street Fighter (Original Mix)
2017-07-15-01:11:27\Fedde Le Grand, Merk &amp; Kremont - Give Me Some (Extended Mix)
2017-07-15-01:10:27\Fedde Le Grand - Give Me Some (Fedde le Grand, Merk &amp; Kremont) [Radio Edit]
2017-07-15-01:03:11\Trentemoller - Liquid Dreams
2017-07-15-00:59:08\Take That - Happy Now
2017-07-15-00:54:58\Digitalism - Idealistic (Original Mix)
2017-07-15-00:49:42\Freeland - Morning Sun
2017-07-15-00:46:55\The Faint - The Geeks Were Right (Does It Offend You Yeah? Remix)
2017-07-15-00:45:09\Chris Classic - Beast
2017-07-15-00:37:07\Jeremy Blake - Hedlok (Orignal Mix)
